investment_amount,annual_turnover,years_in_business,number_of_employees,udyam_registered,gst_registered,gender,social_category,minority_status,disability_status,age,rural_urban,state,north_east_region,aspirational_district,exporter,startup_dpiit,green_business,women_owned,investment_turnover_ratio,turnover_per_employee,compliance_score,msme_category,mudra,standup_india,cgtmse,startup_seed,clcss,export_scheme,neids,aspirational_scheme
103142203,1736311860,18,74,0,0,0,1,0,0,64,1,5,0,0,0,0,0,0,0.05940304003947595,23150824.8,0,2,0,1,0,0,0,0,0,0
74199471,1930713782,12,28,1,1,0,0,0,0,29,0,12,0,0,0,0,0,0,0.03843110856374925,66576337.31034483,2,2,0,0,1,0,0,0,0,0
98547022,448471978,0,171,0,1,0,0,0,0,31,1,13,0,0,0,0,0,0,0.2197395302594814,2607395.2209302327,1,1,0,0,0,0,0,0,0,0
407285872,1247797629,0,216,0,1,1,0,0,0,45,0,25,0,0,0,0,0,0,0.3264037871269238,5750219.488479262,1,2,0,0,0,0,0,0,0,0
91565831,709612633,21,101,0,1,0,2,0,0,53,0,24,0,0,0,0,0,1,0.12903635957530035,6956986.598039215,1,2,0,1,0,0,0,0,0,0
28095739,818206566,13,246,1,0,0,1,0,0,62,0,24,0,1,0,0,0,0,0.03433819787466946,3312577.190283401,1,2,0,1,1,0,0,0,0,1
433951065,1817295547,8,93,1,1,1,0,0,0,40,1,26,0,0,0,0,0,0,0.23878948334935338,19332931.35106383,2,2,0,0,1,0,0,0,0,0
460217963,1899246164,23,63,0,1,0,0,1,0,54,1,25,0,0,0,1,0,0,0.24231612072256048,29675721.3125,1,2,0,0,0,0,0,0,0,0
2463162,1197447069,11,266,0,1,0,0,0,0,45,0,13,0,0,0,0,0,1,0.0020570111712745684,4484820.483146068,1,2,0,1,0,0,0,0,0,0
323749013,307303150,17,206,1,1,0,2,0,0,64,1,1,0,0,0,0,0,0,1.0535167372885155,1484556.2801932367,2,2,0,1,1,0,0,0,0,0
72889684,2022789554,8,80,1,1,0,2,0,0,35,1,5,0,0,0,0,0,0,0.03603423985447661,24972710.543209877,2,2,0,1,1,0,0,0,0,0
328170825,1673765871,7,37,0,1,1,0,0,0,47,0,25,0,0,0,0,0,0,0.19606734160965136,44046470.28947368,1,2,0,0,0,0,0,0,0,0
86678874,1662641444,13,11,1,1,0,1,0,0,53,1,1,0,0,0,0,0,0,0.052133233091636304,138553453.66666666,2,2,0,1,1,0,0,0,0,0
32657230,1659961538,8,115,0,1,0,0,0,0,51,1,22,0,0,0,0,0,0,0.01967348594092938,14310013.25862069,1,2,0,0,0,0,0,0,0,0
245581181,2416724703,19,90,0,0,0,2,0,0,35,0,19,0,0,0,0,0,1,0.10161735864806222,26557414.31868132,0,2,0,1,0,0,0,0,0,0
243792964,1418802658,24,232,1,1,0,0,0,0,33,0,8,0,0,0,1,0,0,0.17183007266974681,6089281.793991417,2,2,0,0,1,0,0,0,0,0
67027749,1834720239,1,19,1,1,0,3,0,0,61,1,7,0,0,1,0,0,1,0.03653295338367227,91736011.95,2,2,0,1,1,0,0,1,0,0
259978278,1003254416,0,52,1,1,0,1,0,0,36,1,21,0,0,0,0,0,0,0.25913494483025035,18929328.603773586,2,2,0,0,1,0,0,0,0,0
75486847,204568250,12,274,1,0,0,3,0,0,50,0,3,0,0,1,0,0,0,0.36900568211828727,743884.5454545454,1,1,0,1,1,0,0,1,0,0
352714111,1655782892,24,94,1,1,1,2,0,0,37,0,27,0,1,1,0,1,0,0.21301954047909105,17429293.6,2,2,0,1,1,0,0,1,0,1
186109076,679838802,9,32,1,1,0,3,0,0,38,0,2,0,0,0,0,0,0,0.2737547124093768,20601175.818181816,2,2,0,1,1,0,0,0,0,0
394393912,454283534,7,151,0,1,0,1,0,0,41,0,24,0,1,0,0,0,1,0.8681668641149409,2988707.460526316,1,2,0,1,0,0,0,0,0,1
99493568,1266638209,6,140,0,1,1,1,0,0,52,0,21,1,0,0,0,1,0,0.07854931835666003,8983249.709219858,1,2,0,1,0,0,0,0,1,0
489840342,1229337494,23,58,1,1,1,3,0,0,32,1,2,0,0,0,1,1,1,0.3984587991436802,20836228.711864408,2,2,0,1,1,0,0,0,0,0
77239897,1183706889,11,21,1,1,0,0,0,1,21,0,3,0,0,0,0,0,1,0.06525255335803613,53804858.59090909,2,2,0,1,1,0,0,0,0,0
422138022,854541186,16,149,1,1,1,3,1,0,33,1,26,0,0,0,0,0,0,0.493993769313778,5696941.24,2,2,0,1,1,0,0,0,0,0
421417363,79762444,24,221,1,0,0,2,1,0,28,0,7,0,0,0,0,0,0,5.283405780753085,359290.2882882883,1,2,0,1,1,0,0,0,0,0
72512984,1880439058,11,221,1,1,1,3,0,0,64,1,19,0,0,0,0,0,1,0.038561730385754556,8470446.207207207,2,2,0,1,1,0,0,0,0,0
303537835,93087217,15,242,1,1,0,3,0,0,61,1,19,0,0,0,0,0,0,3.2607896284965783,383074.9670781893,2,2,0,1,1,0,0,0,0,0
5913775,2077216343,9,219,0,1,1,2,0,0,34,1,24,0,0,0,0,1,0,0.002846971148230095,9441892.468181819,1,2,0,1,0,0,0,0,0,0
292555119,829806231,24,29,1,1,0,3,0,0,36,1,18,1,0,0,0,0,1,0.35255835364707167,27660207.7,2,2,0,1,1,0,0,0,1,0
213991626,2152182096,11,47,1,0,1,3,1,0,39,0,9,0,0,0,0,0,1,0.09943007438742764,44837127.0,1,2,0,1,1,0,0,0,0,0
163340308,1381729801,10,58,1,1,0,2,0,0,30,0,17,0,0,0,0,0,0,0.11821436272386343,23419149.169491526,2,2,0,1,1,0,0,0,0,0
92264579,401641729,24,275,0,0,1,3,0,0,51,0,22,0,0,0,0,0,0,0.22971860767555205,1455223.6557971016,0,1,0,1,0,0,0,0,0,0
207899244,567830507,13,140,1,1,1,3,0,0,56,0,0,0,0,1,0,0,0,0.36612904919860345,4027166.716312057,2,2,0,1,1,0,0,1,0,0
426136870,2181399766,21,23,1,1,0,1,0,0,23,1,2,0,0,1,0,0,0,0.1953501950658272,90891656.91666667,2,2,0,1,1,0,0,1,0,0
18375555,1616772165,19,63,0,0,0,2,0,0,22,0,25,0,0,0,0,0,1,0.011365580993061208,25262065.078125,0,2,0,1,0,0,0,0,0,0
416973070,696996353,12,52,0,1,0,1,0,0,57,1,18,0,0,0,0,0,1,0.5982428281109775,13150874.58490566,1,2,0,1,0,0,0,0,0,0
217339858,1788407478,1,266,0,1,0,2,0,0,38,0,6,0,1,0,0,0,1,0.12152703483521946,6698155.348314607,1,2,0,1,0,0,0,0,0,1
101439592,2279756464,19,167,1,1,1,0,0,0,34,0,9,0,0,1,0,0,1,0.04449580187943452,13569978.952380951,2,2,0,1,1,0,0,1,0,0
201805631,1365827100,6,151,1,1,0,1,0,0,22,0,6,1,0,0,0,0,0,0.1477534241722445,8985704.605263159,2,2,0,1,1,0,0,0,1,0
101292010,861840756,0,11,0,1,0,0,1,0,44,0,24,0,1,0,0,0,0,0.11752984432134485,71820063.0,1,2,0,0,0,0,0,0,0,1
342679975,2284932324,24,95,1,0,1,3,0,0,22,1,1,1,0,0,0,0,0,0.1499737962698742,23801378.375,1,2,0,1,1,0,0,0,1,0
142686080,1234274390,2,72,1,0,0,0,0,0,44,1,21,0,1,0,0,0,1,0.11560320868716785,16907868.356164385,1,2,0,1,1,0,0,0,0,1
455996022,2196208288,19,48,0,0,0,3,1,0,34,0,25,0,0,0,0,0,0,0.20762876831123736,44820577.30612245,0,2,0,1,0,0,0,0,0,0
130564472,695536327,11,272,1,1,0,0,0,0,21,1,22,0,0,0,0,0,0,0.18771768884514686,2547752.113553114,2,2,0,0,1,0,0,0,0,0
176813207,1070915373,4,95,1,1,0,3,0,1,31,0,17,0,0,0,0,0,0,0.1651047424406478,11155368.46875,2,2,0,1,1,0,0,0,0,0
356564071,2055701487,11,233,1,0,0,3,1,0,35,0,0,0,0,1,1,0,0,0.173451288079235,8785049.08974359,1,2,0,1,1,0,0,1,0,0
352694988,966081353,2,48,0,1,0,0,0,0,28,1,27,0,1,1,0,1,0,0.36507793731830995,19715945.979591835,1,2,0,0,0,0,0,1,0,1
98906997,2231215540,19,208,0,1,0,1,0,0,49,0,2,1,0,1,0,0,0,0.04432875048713189,10675672.440191388,1,2,0,1,0,0,0,1,1,0
117471962,2416929817,4,227,0,1,1,2,0,0,50,1,20,1,1,0,0,0,0,0.04860379524681755,10600569.372807018,1,2,0,1,0,0,0,0,1,1
227371299,1603848686,0,77,1,0,0,1,1,0,62,1,9,0,1,0,0,0,1,0.14176605364518405,20562162.64102564,1,2,0,0,1,0,0,0,0,1
105134343,840169531,15,219,1,1,1,0,0,0,45,0,2,0,0,0,0,0,0,0.12513467698564437,3818952.4136363636,2,2,0,0,1,0,0,0,0,0
282257250,1161757509,8,81,0,1,0,3,0,0,23,0,1,0,0,0,1,0,1,0.2429571124528388,14167774.5,1,2,0,1,0,0,0,0,0,0
365753916,2406418772,9,37,1,1,0,0,0,0,21,1,26,0,0,0,1,0,0,0.1519909668690072,63326809.78947368,2,2,0,0,1,0,0,0,0,0
443492488,1719714184,9,102,1,1,0,2,0,0,47,0,14,0,1,0,0,0,0,0.2578873232937833,16696254.213592233,2,2,0,1,1,0,0,0,0,1
268013372,1095432329,12,191,1,1,0,0,1,0,44,1,13,0,0,0,0,1,0,0.24466447142380762,5705376.713541667,2,2,0,0,1,0,0,0,0,0
443734913,1127844666,15,29,0,1,1,1,0,0,44,0,25,0,0,0,0,0,1,0.3934361938158635,37594822.2,1,2,0,1,0,0,0,0,0,0
468582459,1542788290,19,253,1,1,1,3,0,0,60,0,14,0,0,0,0,0,0,0.3037244071228176,6073969.645669292,2,2,0,1,1,0,0,0,0,0
422728556,168790568,24,251,1,0,0,1,1,0,23,0,9,0,0,0,0,0,1,2.504456016141518,669803.8412698413,1,2,0,1,1,0,0,0,0,0
256580379,1312072981,3,226,1,1,1,3,1,0,21,0,10,0,0,0,0,1,0,0.19555343530425656,5780057.185022026,2,2,0,1,1,0,0,0,0,0
424484982,507240240,13,94,1,1,0,1,0,0,27,0,21,0,0,0,0,0,0,0.8368519444812739,5339370.947368421,2,2,0,1,1,0,0,0,0,0
200427083,241899241,16,86,0,0,0,1,1,0,42,1,23,0,0,0,1,0,0,0.8285560605435878,2780451.0459770113,0,2,0,1,0,0,0,0,0,0
248540025,204287212,4,110,1,1,0,0,0,0,31,0,19,0,0,0,0,0,0,1.2166205674361028,1840425.3333333333,2,2,0,0,1,0,0,0,0,0
353183907,1769700715,12,217,1,1,1,2,0,0,24,1,1,0,0,0,0,0,0,0.1995726756546105,8117893.188073395,2,2,0,1,1,0,0,0,0,0
355679481,942066074,24,196,1,1,0,1,0,0,38,0,4,0,0,0,0,0,0,0.3775525840902402,4782061.289340101,2,2,0,1,1,0,0,0,0,0
494918407,2486627552,2,297,0,1,0,0,0,0,31,0,9,0,0,0,1,0,0,0.19903198064499208,8344387.758389262,1,2,0,0,0,1,0,0,0,0
290973736,1686829845,4,44,0,1,1,3,1,0,53,1,7,0,1,0,0,0,0,0.1724973841848895,37485107.666666664,1,2,0,1,0,0,0,0,0,1
490408214,2481556242,15,90,1,0,1,3,0,0,63,1,24,0,0,1,0,0,0,0.1976212368280383,27269848.813186813,1,2,0,1,1,0,0,1,0,0
151237924,1955777682,18,155,1,1,1,1,0,0,61,0,8,0,0,0,0,0,0,0.07732879115790585,12537036.423076924,2,2,0,1,1,0,0,0,0,0
132115927,2212470533,18,109,1,0,0,3,0,0,22,1,13,0,0,0,0,0,1,0.059714208605139325,20113368.48181818,1,2,0,1,1,0,0,0,0,0
499724543,1666441868,16,59,1,0,0,2,0,0,43,1,19,0,0,1,1,0,0,0.2998751725434474,27774031.133333333,1,2,0,1,1,0,0,1,0,0
111585907,687022169,17,110,1,1,1,0,0,0,45,0,2,0,0,0,0,0,0,0.1624196596159335,6189388.90990991,2,2,0,0,1,0,0,0,0,0
191150161,1822321429,17,106,1,1,0,1,0,0,29,1,0,1,0,0,0,1,0,0.10489376783545809,17031041.392523363,2,2,0,1,1,0,0,0,1,0
84243434,1710239060,24,221,1,1,1,2,0,0,40,0,25,0,0,0,0,1,0,0.04925827968795293,7703779.54954955,2,2,0,1,1,0,0,0,0,0
377062190,1825540643,22,263,1,1,0,0,0,0,29,0,15,0,0,1,0,0,0,0.20654823065117142,6914926.678030303,2,2,0,0,1,0,0,1,0,0
263353791,2491142839,7,82,1,0,1,0,0,0,35,0,15,0,0,0,0,0,0,0.10571605400194554,30013769.14457831,1,2,0,0,1,0,0,0,0,0
324821179,604838337,17,272,1,1,1,1,0,0,62,0,9,0,0,1,0,0,1,0.5370380126267723,2215525.043956044,2,2,0,1,1,0,0,1,0,0
115754933,2204542891,8,49,1,1,1,3,0,0,54,1,13,0,1,1,0,0,1,0.05250745332289049,44090857.82,2,2,0,1,1,0,0,1,0,1
496945032,295483101,18,32,0,1,0,0,0,0,35,0,18,0,1,0,0,0,0,1.6818052492220013,8954033.363636363,1,2,0,0,0,0,0,0,0,1
343616688,2179441030,9,89,1,1,1,0,0,0,53,0,24,0,0,0,0,0,0,0.15766275990607428,24216011.444444444,2,2,0,0,1,0,0,0,0,0
431234266,2046706387,1,19,0,0,0,3,0,0,64,0,15,0,0,1,0,0,0,0.21069669227025445,102335319.35,0,2,0,1,0,0,0,1,0,0
432290553,1412899697,16,3,1,1,0,3,0,1,42,1,20,0,0,0,0,0,0,0.3059598311273756,353224924.25,2,2,0,1,1,0,0,0,0,0
304325771,1399102366,24,60,1,1,0,1,0,0,56,0,10,0,0,0,0,0,0,0.21751501403899776,22936104.360655736,2,2,0,1,1,0,0,0,0,0
67973129,2183382102,23,242,1,1,0,1,0,0,33,1,20,0,0,0,0,0,1,0.031132035435576712,8985111.530864198,2,2,0,1,1,0,0,0,0,0
90616920,103173776,12,29,1,0,0,0,0,0,62,0,14,0,0,0,0,0,0,0.8782941037430471,3439125.8666666667,1,1,0,0,1,0,0,0,0,0
417546936,320869315,10,75,1,1,1,3,1,0,34,1,1,1,0,0,0,0,1,1.301299049735251,4221964.671052632,2,2,0,1,1,0,0,0,1,0
134626345,1344633656,15,70,1,0,0,1,1,0,62,0,4,0,0,0,0,0,0,0.10012120721443461,18938502.1971831,1,2,0,1,1,0,0,0,0,0
279904410,88862907,19,83,0,1,0,1,0,0,63,1,18,0,0,0,0,0,0,3.1498452650232873,1057891.75,1,2,0,1,0,0,0,0,0,0
336389068,2379361612,6,173,1,1,1,3,0,0,35,0,8,0,0,0,0,0,0,0.14137786629913154,13674492.022988506,2,2,0,1,1,0,0,0,0,0
112788466,1935437081,2,197,1,1,0,3,0,0,53,1,10,0,0,0,0,0,0,0.05827544953486636,9774934.752525253,2,2,0,1,1,0,0,0,0,0
94429098,1986002201,15,147,1,1,0,0,0,0,23,1,27,1,0,0,1,0,0,0.04754732794601403,13418933.79054054,2,2,0,0,1,0,0,0,1,0
458172524,1226520849,18,273,1,1,0,3,0,0,27,1,11,1,0,0,0,0,0,0.37355461507238136,4476353.463503649,2,2,0,1,1,0,0,0,1,0
262624596,1772603935,19,35,1,1,0,1,0,0,60,0,12,0,0,0,0,0,0,0.14815751599459384,49238998.19444445,2,2,0,1,1,0,0,0,0,0
117203047,1280282893,15,113,1,1,0,3,1,0,61,0,1,0,1,1,0,0,0,0.09154464810025026,11230551.692982456,2,2,0,1,1,0,0,1,0,1
47150087,1101618670,1,206,1,0,0,2,0,0,25,1,0,0,1,1,0,0,0,0.042800733358303804,5321829.323671497,1,2,0,1,1,0,0,1,0,1
135052003,1645608130,13,158,1,1,0,0,0,0,46,1,20,0,0,1,0,1,0,0.08206814274667679,10349736.666666666,2,2,0,0,1,0,0,1,0,0
56646286,43455168,19,253,1,1,1,3,1,1,57,0,10,1,0,1,0,0,0,1.3035569140232777,171083.33858267716,2,1,0,1,1,0,0,1,1,0
167092734,1180415191,9,122,0,1,1,0,0,0,22,1,27,0,0,0,0,0,0,0.14155420493774873,9596871.471544715,1,2,0,0,0,0,0,0,0,0
211113019,470069090,18,48,1,0,0,3,0,0,21,0,7,0,1,1,0,0,1,0.449110615954113,9593246.734693877,1,2,0,1,1,0,0,1,0,1
76631658,1884210509,23,185,0,0,0,2,0,0,24,0,16,0,0,0,0,0,0,0.04067043336893392,10130164.02688172,0,2,0,1,0,0,0,0,0,0
42641546,1689637580,10,273,1,1,0,1,0,0,48,0,11,0,0,0,0,0,0,0.02523709609652675,6166560.510948905,2,2,0,1,1,0,0,0,0,0
257197536,1370616558,17,101,0,1,0,1,0,0,62,0,8,0,0,0,0,0,0,0.18765097671638448,13437417.235294119,1,2,0,1,0,0,0,0,0,0
408947408,1833744404,10,15,1,1,1,1,0,0,30,1,22,1,0,0,1,0,1,0.22301221854307443,114609025.25,2,2,0,1,1,0,0,0,1,0
311035214,888898265,8,128,1,1,0,0,0,1,35,0,24,0,1,0,0,0,0,0.34991092445218025,6890684.224806202,2,2,0,0,1,0,0,0,0,1
182575315,2371099970,18,210,1,1,1,1,0,0,38,0,22,0,0,0,0,0,0,0.07700026031504684,11237440.616113745,2,2,0,1,1,0,0,0,0,0
375223045,992086887,19,112,1,0,0,1,0,0,59,0,19,0,0,0,0,0,0,0.3782159098548634,8779529.973451328,1,2,0,1,1,0,0,0,0,0
174065527,2246388483,9,270,1,1,0,0,1,0,32,0,23,0,0,0,0,1,1,0.07748683197042244,8289256.394833948,2,2,0,1,1,0,0,0,0,0
429515861,492000370,2,142,1,1,0,0,0,0,28,0,11,0,0,0,0,0,0,0.8729990591816037,3440562.027972028,2,2,0,0,1,0,0,0,0,0
408071515,2285072426,2,173,1,1,0,1,0,0,62,0,22,0,0,1,0,0,0,0.17858143583472508,13132600.149425287,2,2,0,1,1,0,0,1,0,0
166800600,1721817152,23,166,1,1,1,3,0,0,21,0,5,0,0,0,0,1,1,0.09687474637441947,10310282.34730539,2,2,0,1,1,0,0,0,0,0
65130702,888229678,7,119,1,0,1,2,0,0,55,1,26,0,0,0,0,1,0,0.07332641943841195,7401913.983333333,1,2,0,1,1,0,0,0,0,0
260499262,857842374,5,203,1,1,0,0,0,0,26,0,15,0,0,1,0,1,0,0.3036679809621202,4205109.676470588,2,2,0,0,1,0,0,1,0,0
355385480,923638452,19,11,0,1,0,2,0,0,36,1,2,1,0,0,0,1,1,0.38476687371091944,76969871.0,1,2,0,1,0,0,0,0,1,0
279271757,2175041459,0,249,0,1,0,2,0,0,41,0,16,0,0,1,0,0,0,0.12839836027769327,8700165.836,1,2,0,0,0,0,0,1,0,0
267260817,1486719292,19,248,0,1,0,0,0,0,33,0,26,0,1,0,1,1,1,0.1797654865033086,5970760.208835341,1,2,0,1,0,0,0,0,0,1
279687609,2156969421,23,154,1,1,0,2,0,1,26,0,10,0,0,0,0,0,0,0.1296669327563606,13915931.748387096,2,2,0,1,1,0,0,0,0,0
95890832,741550485,5,25,1,1,1,3,0,0,59,0,2,0,0,0,0,0,0,0.12931126580099092,28521172.5,2,2,0,1,1,0,0,0,0,0
238929425,11505005,1,221,1,1,1,1,1,0,49,1,22,1,0,0,0,0,1,20.767431585867925,51824.34684684685,2,2,0,1,1,0,0,0,1,0
33779364,1936816432,18,110,1,1,0,3,0,0,22,0,13,0,1,1,0,0,0,0.017440663670783715,17448796.684684686,2,2,0,1,1,0,0,1,0,1
25533907,1513887049,6,90,1,1,0,2,1,0,24,0,6,0,0,0,0,0,1,0.01686645446897772,16636121.417582417,2,2,0,1,1,0,0,0,0,0
452149256,2147586007,10,265,1,0,1,1,1,0,40,1,7,0,0,0,0,0,0,0.21053836927400954,8073631.605263158,1,2,0,1,1,0,0,0,0,0
312229994,2383519612,10,40,1,1,0,0,0,0,28,1,16,0,0,0,0,0,0,0.1309953533828966,58134624.682926826,2,2,0,0,1,0,0,0,0,0
191500183,605377837,3,263,0,1,0,3,0,0,22,1,9,0,1,0,0,0,0,0.3163316708663524,2293097.867424242,1,2,0,1,0,0,0,0,0,1
39935189,807830353,19,158,1,1,0,1,1,0,24,1,25,0,1,0,0,0,1,0.04943511815600828,5080694.044025158,2,2,0,1,1,0,0,0,0,1
174656832,936092565,15,118,1,1,0,0,0,0,61,0,7,0,0,0,0,0,0,0.18658072753031563,7866324.075630252,2,2,0,0,1,0,0,0,0,0
356299345,1107250213,4,256,0,1,0,3,0,0,59,1,20,0,0,0,0,0,0,0.32178756029574357,4308366.587548638,1,2,0,1,0,0,0,0,0,0
223080517,1811623871,23,196,0,0,0,3,0,0,38,0,25,0,1,0,0,0,0,0.1231384287035935,9196060.258883249,0,2,0,1,0,0,0,0,0,1
127487546,972707751,6,14,1,1,0,3,0,0,53,1,19,0,0,0,1,0,0,0.1310645933867298,64847183.4,2,2,0,1,1,0,0,0,0,0
47723905,630708217,24,118,1,1,1,3,0,0,30,0,27,0,0,0,0,0,0,0.07566716849089795,5300069.050420168,2,2,0,1,1,0,0,0,0,0
447926655,2064851148,15,217,1,1,0,2,0,0,59,1,14,0,0,0,0,0,0,0.21692927125373143,9471794.256880734,2,2,0,1,1,0,0,0,0,0
2692316,2057463281,14,205,1,1,0,0,0,0,38,1,26,0,0,0,1,0,0,0.0013085608980505734,9987685.830097087,2,2,0,0,1,0,0,0,0,0
318233369,2142748836,4,77,1,1,1,1,0,0,39,0,21,0,1,1,0,0,0,0.14851641195873858,27471138.923076924,2,2,0,1,1,0,0,1,0,1
234692532,75063621,0,172,0,1,1,0,0,0,51,1,5,0,0,1,1,0,0,3.126581501755937,433893.76300578035,1,2,0,0,0,1,0,1,0,0
375094477,923984020,19,26,0,1,0,2,0,0,35,1,26,0,0,0,0,0,0,0.4059534239499581,34221630.37037037,1,2,0,1,0,0,0,0,0,0
327544932,1167832931,21,128,1,1,1,2,0,0,59,1,18,0,1,1,0,0,0,0.2804724229167396,9052968.457364341,2,2,0,1,1,0,0,1,0,1
106202053,316229254,21,142,1,1,0,1,0,0,54,0,7,0,0,0,1,0,0,0.33583879834267705,2211393.3846153845,2,2,0,1,1,0,0,0,0,0
230569181,729078435,8,24,1,1,1,1,0,0,40,0,9,0,0,0,0,0,0,0.3162474291037734,29163137.4,2,2,0,1,1,0,0,0,0,0
244764917,569901100,20,232,0,1,1,0,0,0,52,0,26,0,0,0,0,0,0,0.429486654036136,2445927.467811159,1,2,0,0,0,0,0,0,0,0
46719069,1985885788,4,177,0,1,1,3,0,0,48,1,4,0,0,0,0,0,0,0.02352555683654172,11156661.730337078,1,2,0,1,0,0,0,0,0,0
363732849,2227736201,21,235,0,1,1,1,0,0,46,1,1,0,1,1,0,0,0,0.1632746501463911,9439560.173728814,1,2,0,1,0,0,0,1,0,1
201360621,1119612167,5,26,1,1,1,0,0,0,59,0,26,0,0,0,0,0,1,0.17984854644773743,41467117.2962963,2,2,0,1,1,0,0,0,0,0
200147305,594088877,2,266,1,0,0,1,0,0,58,0,2,0,1,1,0,0,0,0.33689791613974635,2225051.9737827717,1,2,0,1,1,0,0,1,0,1
237645773,699921412,5,117,0,1,0,2,0,0,38,1,25,0,1,0,0,0,0,0.3395320797250705,5931537.389830508,1,2,0,1,0,0,0,0,0,1
248417836,1446827067,7,58,0,0,0,2,0,0,31,0,8,0,0,0,0,0,0,0.17169836084377155,24522492.66101695,0,2,0,1,0,0,0,0,0,0
359150462,2382614823,5,270,0,1,1,3,0,0,63,0,23,0,0,0,0,0,1,0.15073794487564224,8791936.616236161,1,2,0,1,0,0,0,0,0,0
188648829,878449784,15,295,1,1,0,3,0,0,30,1,15,0,0,0,0,1,1,0.21475197811107666,2967735.756756757,2,2,0,1,1,0,0,0,0,0
261553826,2471007065,15,122,1,1,1,3,1,0,22,1,1,0,0,0,0,1,0,0.10584908056268585,20089488.333333332,2,2,0,1,1,0,0,0,0,0
175118973,799772741,20,159,0,1,0,3,1,0,55,0,7,0,0,0,0,1,0,0.21896091702510162,4998579.63125,1,2,0,1,0,0,0,0,0,0
489561253,562309583,2,178,1,1,1,1,0,0,62,0,14,0,0,0,0,0,0,0.8706258383815845,3141394.318435754,2,2,0,1,1,0,0,0,0,0
303074044,539910523,16,144,1,0,1,0,0,0,53,0,15,0,1,0,0,0,0,0.5613412417943533,3723520.848275862,1,2,0,0,1,0,0,0,0,1
456798375,1965443235,20,89,1,1,0,2,0,0,34,1,16,0,0,1,0,1,0,0.23241494164423684,21838258.166666668,2,2,0,1,1,0,0,1,0,0
361673803,594531403,5,239,1,1,1,0,0,0,29,0,0,0,0,0,0,0,0,0.6083342285481693,2477214.1791666667,2,2,0,0,1,0,0,0,0,0
97486988,1152463242,5,38,1,1,0,2,0,0,27,0,25,0,0,0,0,0,1,0.08459010609850748,29550339.53846154,2,2,0,1,1,0,0,0,0,0
214758282,2017349675,21,79,1,1,1,1,0,0,43,1,2,0,0,0,0,0,1,0.10645565543491826,25216870.9375,2,2,0,1,1,0,0,0,0,0
212052235,1346994943,18,252,0,0,1,1,1,0,27,0,4,0,0,0,1,0,0,0.15742615512000022,5324090.683794467,0,2,0,1,0,0,0,0,0,0
402322240,1840870994,19,149,1,1,0,3,0,0,21,0,10,1,0,1,0,0,1,0.218549937009573,12272473.293333333,2,2,0,1,1,0,0,1,1,0
51635568,2190892010,14,16,1,1,0,1,0,0,40,1,24,0,0,0,0,0,0,0.023568285310617255,128876000.58823529,2,2,0,1,1,0,0,0,0,0
456193423,79037220,18,269,1,1,0,2,0,0,60,0,19,0,0,1,0,0,0,5.771880858513485,292730.44444444444,2,2,0,1,1,0,0,1,0,0
185397228,1339274814,1,118,1,1,0,3,0,0,55,1,7,0,0,1,0,0,0,0.1384310568103978,11254410.201680671,2,2,0,1,1,0,0,1,0,0
117063377,1698243266,7,192,1,1,0,1,0,0,58,0,14,0,0,0,0,0,0,0.06893204246691707,8799187.906735752,2,2,0,1,1,0,0,0,0,0
445852842,40336263,6,288,1,1,0,1,0,0,28,0,6,0,0,0,0,0,0,11.05339954141514,139571.84429065743,2,2,0,1,1,0,0,0,0,0
72505854,1826374501,7,297,1,1,0,1,0,0,51,1,2,0,0,1,0,0,0,0.039699335443306574,6128773.493288591,2,2,0,1,1,0,0,1,0,0
146617483,141834883,12,194,1,1,0,0,0,0,39,1,27,0,0,0,0,0,1,1.0337194832831111,727358.3743589744,2,2,0,1,1,0,0,0,0,0
367865061,1964982795,21,281,1,0,1,1,0,1,25,0,27,0,0,0,0,0,0,0.18721032150960368,6968024.095744681,1,2,0,1,1,0,0,0,0,0
467793224,2223612958,14,250,1,1,0,0,0,0,54,1,12,0,1,0,0,0,0,0.21037529130536067,8859015.768924303,2,2,0,0,1,0,0,0,0,1
309018543,1139954319,11,231,1,1,1,3,1,0,64,0,24,0,0,1,1,0,1,0.27107975958194536,4913596.202586207,2,2,0,1,1,0,0,1,0,0
49658083,1499832447,14,3,1,1,0,0,0,0,36,0,5,0,0,1,0,0,0,0.033109086995829554,374958111.75,2,2,0,0,1,0,0,1,0,0
328363522,1317871422,13,174,1,1,1,2,0,0,27,1,3,0,1,0,0,1,1,0.24916203225085032,7530693.84,2,2,0,1,1,0,0,0,0,1
136139095,154979340,6,240,1,1,1,1,0,0,61,0,19,0,0,1,0,1,0,0.8784338229958017,643067.8008298755,2,2,0,1,1,0,0,1,0,0
372571615,1482736100,16,104,1,1,0,3,0,0,41,0,4,0,0,0,1,0,0,0.2512730449799711,14121296.19047619,2,2,0,1,1,0,0,0,0,0
335193434,457535683,4,289,1,0,0,2,0,0,64,1,1,1,0,0,0,0,0,0.7326061020412126,1577709.251724138,1,2,0,1,1,0,0,0,1,0
455983865,1466961857,19,244,1,1,0,1,0,0,45,0,4,0,0,0,0,1,1,0.3108355288948487,5987599.41632653,2,2,0,1,1,0,0,0,0,0
96907357,2112709154,9,288,1,1,0,0,0,0,22,0,7,0,0,0,0,0,1,0.04586876370117306,7310412.297577854,2,2,0,1,1,0,0,0,0,0
