credit_score,annual_revenue,monthly_expenses,existing_loans,monthly_emi,gst_months,collateral_value,loan_amount,years_in_business,debt_to_income,loan_to_income,profit_estimate,loan_approved
493,3090632,116479,3,70256,16,1369102,1380818,13,0.27278304243274515,0.4467752873845867,1692884,1
584,1533288,265198,2,83633,13,2763940,1247559,17,0.6545384820072941,0.8136494905066759,-1649088,1
826,3181167,149044,2,35280,30,2086661,908996,6,0.13308323643493095,0.2857429364758279,1392639,1
823,3289675,107687,1,27837,40,1537450,1753742,4,0.10154316155851262,0.533104941977551,1997431,1
455,2707913,148325,1,53741,6,613932,1035090,0,0.23815093025514483,0.38224640156459977,928013,0
639,4346181,83196,4,79370,46,1555930,567000,6,0.2191441175597611,0.13045936190876542,3347829,1
424,294449,52400,3,39446,34,2858950,1041800,15,1.6075856939571878,3.5381339383051054,-334351,0
579,3524922,295680,2,33049,33,634779,944111,15,0.11250972361941626,0.2678388344479679,-23238,1
427,4388851,242682,0,37694,2,2044521,274575,16,0.10306296568281767,0.06256193249668307,1476667,1
613,4559122,204001,1,82349,1,746914,1706215,3,0.21674962854690005,0.37424201414219666,2111110,0
631,4508368,196585,1,10820,44,2674497,814946,15,0.028799778545140948,0.18076297232169158,2149348,1
449,4143183,104607,0,62297,26,1856921,1332898,3,0.18043229082567677,0.32170869594705326,2887899,1
753,2981268,58100,3,16005,57,1151960,1273705,4,0.0644222525448903,0.42723599488539776,2284068,1
335,3263945,239798,3,94460,44,1327572,1053534,4,0.347285263691637,0.3227793360488611,386369,0
719,3291337,242688,3,86578,1,2679424,863787,19,0.3156577403043201,0.26244258792095737,379081,1
321,286728,52947,4,87082,51,2387803,1529710,10,3.644513266928936,5.3350562205295615,-348636,0
505,1354272,260153,4,48609,53,2879692,957198,13,0.43071701991918904,0.7067989296094138,-1767564,1
655,473591,79413,0,52364,50,291869,869370,16,1.3268157545223622,1.835697891218372,-479365,0
739,2383721,254840,2,62974,40,2122683,681113,8,0.3170203224286735,0.28573520139311603,-674359,1
395,437963,278810,0,70168,4,2229909,1216722,16,1.9225733680699055,2.7781387925464025,-2907757,0
463,3028177,55860,2,44944,20,1425692,897421,18,0.17810319542087533,0.2963568510030953,2357857,1
447,4228054,33727,0,60776,6,54663,1288746,0,0.17249353958109334,0.3048083113413405,3823330,0
829,2048915,246575,4,84583,24,165002,463653,12,0.49538219008597234,0.22629196428353543,-909985,1
593,3237025,273873,3,41895,44,1260185,1715755,9,0.1553092731752149,0.5300407009522633,-49451,1
494,2038042,163996,1,10534,0,1471122,1216113,9,0.062024236988246564,0.5967065448111472,70090,1
779,3873255,291359,0,67224,8,650130,920504,6,0.20827133767335226,0.2376564414168445,376947,1
422,727703,265911,0,87855,1,1363881,1776513,5,1.4487503830546253,2.4412610639230565,-2463229,0
699,2775856,110124,1,816,2,2842295,1924281,6,0.003527560507461482,0.6932207578491103,1454368,1
751,2111952,110826,0,98110,43,1389320,566873,4,0.557455851269347,0.26841187678507844,782040,1
403,1383132,80494,3,45935,36,2740870,495855,6,0.39853029211962415,0.3585015746870147,417204,1
761,2315377,199081,1,33445,57,1751569,963523,14,0.1733367827355977,0.41614087036366,-73595,1
695,1965040,274200,1,10446,43,669832,750147,9,0.06379106786630298,0.3817464275536376,-1325360,1
636,2580232,283288,3,95339,3,1419461,1807028,19,0.4433973379138,0.7003354737093409,-819224,1
441,3299602,146223,3,13815,20,1999404,425853,12,0.05024242317709833,0.12906192928722918,1544926,1
616,1081965,250096,1,93095,25,1644949,814288,8,1.0325102937710555,0.7526010545627632,-1919187,0
826,2661565,228098,3,76042,52,2459600,383987,5,0.34284490515918264,0.14427113371268407,-75611,1
700,3909968,178116,3,2446,43,608712,357397,19,0.0075069668089355205,0.09140663043789617,1772576,1
609,1045377,223707,3,83808,36,2168830,1707227,6,0.9620414453350322,1.6331208740961394,-1639107,0
794,1954234,261687,1,1720,13,2725072,1710601,5,0.010561682991903734,0.8753306922303061,-1186010,1
408,3300902,138501,0,26479,45,1585375,567697,15,0.09626096139782399,0.17198238542071229,1638890,1
671,805109,20537,2,65759,9,2393340,993373,1,0.9801256724244791,1.2338366606260767,558665,0
505,347215,134233,1,78488,25,859295,213018,14,2.712601702115404,0.6135046008956986,-1263581,0
342,3133328,96552,2,99238,9,904386,812210,2,0.38006107244437864,0.2592163986662105,1974704,0
544,1568051,21980,3,58656,36,861560,1644586,12,0.4488833590233991,1.0488089991970924,1304291,0
586,3854870,184379,3,34076,58,1413249,857325,16,0.10607672891692846,0.22240049599597392,1642322,1
654,3417247,108966,0,46265,17,177602,662531,18,0.16246411219323625,0.19387858120879176,2109655,1
775,2389678,195916,3,32967,26,2194472,552559,10,0.1655469900128804,0.23122738712077526,38686,1
382,3028369,179701,2,53258,16,2423821,1739042,1,0.21103636974226062,0.5742503638096943,871957,0
409,2488421,115934,1,48625,9,2948045,1765464,9,0.2344860455686558,0.7094715886098052,1097213,1
489,309365,212932,1,5074,10,605616,1038197,11,0.1968160587008873,3.355896756258788,-2245819,0
550,721291,215855,0,48130,46,1975728,775967,12,0.800730911657015,1.075802969952488,-1868969,0
590,498510,274435,2,20377,23,2257434,1403039,5,0.4905097189625083,2.8144651060159274,-2794710,0
500,4840475,61988,3,88992,18,2228048,1559818,3,0.22061967059017967,0.32224482101446655,4096619,1
625,299830,151123,4,53085,43,738632,375908,11,2.1246039422339327,1.25373711770003,-1513646,0
810,2266353,273880,0,39701,15,2859939,882004,14,0.21021085417849736,0.3891732664770228,-1020207,1
708,3923635,128336,0,50749,22,2086409,1194337,18,0.1552101558886084,0.3043955413793587,2383603,1
807,3106375,194159,4,65081,55,436060,754219,7,0.25140944026397327,0.24279715102007968,776467,1
371,1519021,290689,1,8471,58,2788227,1225693,4,0.06691941717724771,0.8068966788477578,-1969247,1
546,1352199,253066,1,40358,11,1807204,1985228,3,0.35815438408104133,1.4681478096049472,-1684593,0
643,2788897,290628,1,3019,53,2236827,1978072,12,0.01299008174199334,0.7092667818137421,-698639,1
353,574968,90111,4,18748,53,1587800,1906721,5,0.39128438452226905,3.3162210766512223,-506364,0
827,3250435,281407,3,28975,58,2572408,579076,19,0.10697029782167618,0.17815338562377037,-126449,1
831,4955486,106492,3,76524,18,1193501,1006422,15,0.18530735431398657,0.2030924918363204,3677582,1
492,1740709,147000,2,37594,24,2531336,1088946,9,0.2591633638936778,0.6255761301860334,-23291,1
357,1795164,96206,2,3249,2,499328,375772,4,0.0217183499669111,0.20932460766815733,640692,0
736,842313,166709,1,61929,12,1855799,1535031,14,0.8822706048701611,1.822399749261854,-1158195,1
410,622701,112476,4,29108,20,2489143,233636,10,0.5609369504786407,0.37519772732017453,-727011,1
428,4252765,118941,0,95892,21,652092,1066297,19,0.27057784758856884,0.250730289588068,2825473,1
625,3386013,291635,3,21541,46,82419,226427,8,0.0763411126891716,0.06687127308725631,-113607,1
307,2984983,143569,4,44661,28,330654,675394,17,0.17954273106413002,0.2262639351714901,1262155,1
328,2870111,178254,2,90594,48,2941613,299698,0,0.3787755943933876,0.10442035168674661,731063,1
411,2677512,28903,3,19423,42,1245938,1878718,8,0.08704946980629778,0.7016655761019932,2330676,1
430,4152430,97261,3,86330,24,1146457,521842,8,0.24948283294360168,0.12567147429336556,2985298,1
487,2941310,101604,4,58851,22,2617826,625802,14,0.24010117940645495,0.21276302055886662,1722062,1
774,2704066,91086,2,27744,58,2336867,1325643,3,0.12312125517646388,0.4902406228250346,1611034,1
663,3066966,211508,4,65552,11,1277135,410930,3,0.2564827911362565,0.13398583486090163,528870,1
503,3056394,169239,0,7083,48,617052,1732723,0,0.027809241871303243,0.5669174196782221,1025526,1
511,2107273,45443,3,37843,53,2142993,1953264,0,0.21549936814072027,0.9269154969479512,1561957,1
575,3818427,231296,4,29118,22,694218,1601579,0,0.0915078381752486,0.4194342329969906,1042875,1
372,4842685,135155,4,45334,4,2377994,1124418,5,0.11233602846354863,0.23218896128903696,3220825,1
542,2347100,150560,0,76441,28,1023688,771577,10,0.39081930893442973,0.32873631289676625,540380,1
401,2856165,180620,4,45661,4,2142713,684633,15,0.191841857875858,0.23970358855318233,688725,1
470,481594,228721,3,65455,38,700376,1121300,4,1.6309588574608487,2.3283097380781324,-2263058,0
487,1112332,169232,1,95918,34,936185,1495324,9,1.0347773866075956,1.3443144672633711,-918452,0
740,2381752,26195,1,55324,34,725430,1885159,15,0.2787393481773081,0.7915009623168155,2067412,1
385,335513,217619,2,58377,16,784097,303623,10,2.0879190970245562,0.9049515219976573,-2275915,0
775,311315,97674,0,42771,29,246146,147640,17,1.6486581115590317,0.4742463421293545,-860773,1
351,4282564,36192,2,92119,55,2672077,940856,13,0.2581229375673078,0.21969455681222744,3848260,1
410,4938707,103636,1,64289,1,1528423,442764,12,0.1562084974872978,0.08965180562442761,3695075,1
342,3969421,91812,0,45156,14,2186200,545141,0,0.13651159703140583,0.1373351428331739,2867677,1
510,4087239,47551,4,6230,50,1962639,1318188,2,0.01829107620082897,0.32251307055936784,3516627,1
499,868975,140920,4,32649,22,497635,1215433,14,0.4508622227336805,1.3986973158031013,-822065,0
325,2967244,215383,3,41429,41,827528,1495854,11,0.16754537206916587,0.504122343831515,382648,1
598,1142871,81444,1,99628,25,1960515,373942,4,1.0460813162640403,0.32719528275719656,165543,0
376,1883534,184196,4,64127,10,2656257,1864463,15,0.40855328334927854,0.9898748841273903,-326818,1
436,2339890,295798,0,36045,23,1414262,1501100,13,0.18485484360375914,0.6415258836953874,-1209686,1
319,332053,20203,4,67160,8,2917208,226047,9,2.427082423589005,0.6807557829623584,89617,0
739,4354087,171201,2,72785,13,2540663,1265642,4,0.2005977372523792,0.29067907921913366,2299675,1
510,2119359,136284,2,25811,23,527125,1448779,6,0.14614418793606934,0.6835930109056559,483951,0
734,210728,264175,2,82038,6,359364,175213,15,4.671690520481379,0.8314652063323337,-2959372,0
506,2414768,184336,2,59227,9,2391984,844371,14,0.29432392677060487,0.3496696162944018,202736,1
738,2515574,200286,2,40071,32,1612617,1906626,5,0.19115001188595526,0.7579288067057459,112142,1
341,3119798,208955,3,40708,32,166106,223694,6,0.15657936827961297,0.07170143708022123,612338,0
710,1238967,221484,2,75732,45,1661110,1447818,17,0.7335013765499807,1.1685686543709397,-1418841,1
822,389007,220733,3,58131,26,2681347,1883202,18,1.7932119473428498,4.841049132791955,-2259789,1
726,3039593,200040,3,68011,7,1450553,1703047,18,0.2685004209445146,0.5602878411682091,639113,1
574,4702036,193112,4,35535,13,920949,1283830,16,0.09068837414260546,0.2730370418261366,2384692,1
747,2593399,121683,0,63801,6,1365434,455111,13,0.29521566099161756,0.17548822992528337,1133203,1
668,1319525,70750,2,42387,17,2485273,859116,8,0.38547507625850214,0.6510797446050662,470525,1
519,1261999,36119,0,49394,56,109001,1640805,15,0.4696739062392284,1.300163470810991,828571,1
531,2597358,199852,1,37848,25,1702000,1165692,9,0.1748607623592897,0.44879912588099136,199134,1
627,2995317,177276,3,44998,54,2813862,1571785,8,0.18027340678799605,0.5247474641248322,868005,1
742,4391533,276599,1,54616,40,2340068,1979182,11,0.1492399123495144,0.45068134521589615,1072345,1
351,4134147,41497,3,32355,58,2447719,213723,8,0.09391538327011593,0.05169700061463707,3636183,1
675,262979,285516,2,86642,14,2020736,1536473,15,3.9535628320132026,5.842569178527563,-3163213,0
562,1325546,108683,1,28489,32,2356664,1607268,15,0.25790730763021424,1.2125327978055835,21350,1
566,2360957,299597,4,46503,10,2121007,249280,1,0.2363600861853901,0.10558430331429162,-1234207,1
658,4514083,132716,1,8207,18,1843911,1584711,6,0.021817055645631682,0.3510593402912618,2921491,1
616,1721876,37197,3,37379,41,1340436,1073825,19,0.2604995946281846,0.6236366614088354,1275512,1
623,4804156,119456,3,55561,17,1254302,1153088,6,0.13878233762600548,0.24001885034540926,3370684,1
720,4976059,206056,0,6703,21,2158265,1520440,6,0.016164599334533614,0.30555103948727297,2503387,1
345,2788287,152955,1,19166,57,2879662,179101,18,0.0824850526506059,0.06423334470232081,952827,1
568,4542383,298795,4,56011,35,1761487,1201370,2,0.14796902859138034,0.26448011979615105,956843,1
680,563604,22812,2,6163,17,1160794,655930,9,0.13121979262035047,1.163813599619591,289860,1
417,596605,115981,0,50975,17,2552582,1653335,5,1.0253014976408177,2.771238926928202,-795167,0
415,1841345,262248,1,70459,21,1774975,1437711,1,0.4591795671099115,0.7807939305236118,-1305631,0
559,4993480,288706,0,40970,24,1116464,103096,19,0.09845638712881598,0.02064612254379711,1529008,1
374,4994614,279232,1,87059,53,740055,1430418,17,0.20916691460040757,0.28639210157181316,1643830,1
779,3937644,200607,2,74006,51,1614815,1179357,8,0.225533847143114,0.2995082846493995,1530360,1
604,4919704,116765,2,12620,43,2021116,1598538,14,0.030782339750521578,0.32492564593316997,3518524,1
306,690492,108641,4,87586,30,691554,212231,13,1.522149423889053,0.30736199695289734,-613200,0
665,4180515,240075,0,5520,8,1239070,829539,8,0.01584493776484476,0.19842985852221556,1299615,1
822,4469865,102969,4,88841,49,925820,379629,1,0.2385065320764721,0.08493075294220295,3234237,1
647,4979074,116844,1,60135,37,2797998,528136,9,0.14493056339391622,0.10607112888862467,3576946,1
737,4798824,160061,2,54221,54,2098466,1274106,3,0.13558571850103276,0.2655037984306155,2878092,1
514,256625,188307,2,83026,18,1672225,1197083,0,3.8823653190452996,4.664716999512908,-2003059,0
728,1190055,104895,3,73759,51,1153766,1373697,10,0.743753860115709,1.154313876249417,-68685,1
797,1635079,221763,3,79863,54,1437198,1167401,15,0.5861221384410172,0.7139722300879652,-1026077,1
839,4727694,207922,4,60469,24,1392461,1035026,10,0.15348455293426352,0.2189282978128449,2232630,1
666,3199494,263512,0,25312,14,1560916,1338677,12,0.09493501159870904,0.4184027224304843,37350,1
612,745255,201514,1,64106,4,1992016,1786248,13,1.0322265533273847,2.3968279313791925,-1672913,0
837,3010860,175055,4,60376,10,1746065,895221,0,0.240632908869891,0.2973306629999402,910200,1
353,4288284,289330,2,36376,12,1515213,572603,8,0.10179176565731188,0.1335273036953709,816324,1
840,4088439,197142,2,78733,33,1213989,1054415,17,0.2310896652732253,0.257901609880935,1722735,1
766,938985,200023,2,45100,7,646172,980827,10,0.5763670346171664,1.0445608822292156,-1461291,0
463,4870660,144272,1,90027,24,1831285,1622672,2,0.22180238407115258,0.3331523859189514,3139396,1
633,3741450,289935,4,35445,26,1099536,1711326,3,0.11368319769073487,0.4573964639377781,262230,1
846,3011047,212407,1,65829,10,2927007,618657,10,0.26234994007067974,0.2054624188861881,462163,1
647,4453625,113133,2,50723,17,1103955,1380225,6,0.13666979146201128,0.3099104661932695,3096029,1
572,3388930,92306,3,96599,57,1634221,1750031,8,0.3420513259347346,0.5163963256839179,2281258,1
713,1436236,292037,4,60392,9,1184626,1331951,4,0.5045855973530813,0.9273900668135321,-2068208,0
799,4004178,176226,3,93051,32,1406007,1370683,1,0.27886172892413874,0.3423132038585697,1889466,1
392,1746593,109854,4,12454,35,1975205,1834389,11,0.08556544083252367,1.0502670055359205,428345,1
378,1569951,212459,2,82188,16,692456,666477,3,0.628208141527984,0.4245208926902814,-979557,0
516,2056560,191827,3,48321,48,2508977,1683872,12,0.28195238650951104,0.8187808768039834,-245364,1
657,4620047,239046,3,88993,4,2441289,1684126,1,0.23114829784199165,0.3645257288508104,1751495,1
806,3557027,122809,4,25723,22,892191,518792,14,0.08677921196549815,0.1458498909341987,2083319,1
480,4296973,43631,3,37945,2,1497976,893998,0,0.10596761953123746,0.20805297124277952,3773401,1
545,3629533,287951,3,66415,38,2671961,1082542,17,0.2195819682587264,0.29825930774014175,174121,1
543,4793612,276622,2,49210,36,1164719,1944440,1,0.12318894395291066,0.40563149458070447,1474148,1
805,2201754,150184,4,43457,9,2353616,115402,3,0.23684934829231605,0.05241366655857103,399546,1
721,2953082,31908,4,49368,26,2435840,689700,18,0.20060939723312796,0.23355260707288183,2570186,1
619,3226740,175507,0,38468,55,913525,490101,19,0.14305955856375166,0.15188735379981033,1120656,1
386,3799696,278887,4,7649,6,903385,1176838,9,0.024156669375655315,0.3097189880453594,453052,1
516,3677150,81716,2,45572,48,2235933,1229340,12,0.14871952463184804,0.3343186979046272,2696558,1
789,3059790,50432,3,6384,28,2647816,1852357,18,0.02503701234398439,0.6053869710012779,2454606,1
818,294328,120458,0,21340,48,744043,160990,7,0.8700497404256475,0.5469748036204507,-1151168,1
577,2166845,191582,3,49885,38,1002272,1169054,9,0.27626341524197623,0.5395189780533448,-132139,1
468,1899219,235796,4,22334,5,1728793,257170,7,0.1411148477347794,0.1354082915135116,-930333,1
629,1486916,169676,1,71107,8,2776102,503693,18,0.5738616034799545,0.33875013786925423,-549196,1
740,261201,248682,3,39842,7,791868,173642,8,1.830406468581667,0.6647830597892045,-2722983,0
690,2213279,233713,4,10694,13,1515255,1453010,8,0.05798094139961568,0.6564965374903029,-591277,1
795,935193,45790,2,95193,53,1663913,1118617,12,1.2214762086542563,1.196134915466647,385713,1
680,2698404,275645,4,78367,37,2884399,572653,0,0.34850378223572154,0.21221914880055026,-609336,1
605,3198811,203618,0,98282,8,1623791,1967346,11,0.368694493047573,0.6150241449088427,755395,1
812,683121,175584,1,80736,59,2894003,1982265,9,1.4182436200907307,2.901777283965798,-1423887,1
487,4119059,67196,1,51573,51,2219168,1835853,18,0.15024693746799936,0.44569718472107345,3312707,1
815,370316,194835,1,24949,56,205978,1452331,7,0.8084662828503224,3.9218694304323876,-1967704,0
726,1063996,159722,2,39872,10,2090922,1907452,10,0.4496859010748161,1.7927247846796417,-852668,1
801,1394725,153528,1,81884,10,1963922,1169707,10,0.7045173779777375,0.8386649697969134,-447611,1
559,3010361,299884,3,55935,39,380625,1387196,15,0.22296993616380228,0.46080719222711164,-588247,1
812,2757814,196800,2,16495,34,52066,567816,10,0.07177423858171726,0.20589350840919657,396214,1
370,613113,293932,4,76268,10,2793070,584412,0,1.492736249272157,0.9531880746289836,-2914071,0
777,4715363,223764,0,96404,35,977179,1289928,5,0.2453359370211795,0.2735585786290472,2030195,1
477,3252033,159223,2,21677,54,2766821,652429,12,0.07998811820175257,0.20062188790827154,1341357,1
756,489041,162059,0,11460,2,10690,123187,10,0.2812034164824626,0.25189503538558117,-1455667,1
488,3971655,229168,2,89501,44,2988393,1595009,2,0.27041925847033543,0.4015980743543938,1221639,1
590,1100281,219281,4,57511,18,233948,1184150,0,0.627232497880087,1.0762250734130645,-1531091,0
819,3456846,135737,0,76881,7,2884751,1649981,13,0.2668825860336272,0.47730821679646707,1828002,1
591,4073680,223431,2,32837,52,2783331,783996,10,0.09672924726537185,0.19245399736847274,1392508,1
582,2853381,224890,0,38724,27,2045557,454598,13,0.16285522332979718,0.15931906745015825,154701,1
843,4539610,251422,1,14761,52,1203537,1357454,9,0.03901921090137699,0.2990243655291974,1522546,1
676,1848036,238299,1,75153,55,1575299,984469,1,0.48799698707168043,0.5327109428604204,-1011552,1
455,2731617,245209,1,68108,53,1572804,1883079,4,0.299198606539643,0.689364211747108,-210891,1
807,2602321,106549,3,99958,52,909443,1874770,14,0.4609331439126841,0.7204222691973818,1323733,1
712,740735,22639,1,51411,0,821651,978849,17,0.832864654701074,1.3214563912870325,469067,0
827,3562665,106856,1,87828,52,2675006,1634681,15,0.295827982703959,0.45883657318327714,2280393,1
654,3003627,292766,4,9923,39,1716690,1068128,19,0.03964407031898435,0.35561273087503875,-509565,1
486,259834,138192,0,34129,29,549666,1004859,2,1.5761909526851758,3.8673114373022774,-1398470,0
330,3432094,136909,0,57676,40,80952,365522,8,0.20165881237518551,0.10650116226420372,1789186,0
559,1400726,217013,1,26828,37,1670520,787223,17,0.22983509979824748,0.5620107001654856,-1203430,1
720,1155078,267889,0,30182,10,86679,1006235,18,0.3135580454306982,0.8711403039448418,-2059590,1
828,3084453,196148,2,52412,28,1071003,1698727,4,0.20390779175432402,0.5507384939890476,730677,1
603,4367615,141522,1,83042,30,1100280,1912766,3,0.22815747267101152,0.4379429047661023,2669351,1
338,1573344,151469,1,1957,9,1461459,715974,7,0.014926169992067851,0.4550651351516261,-244284,1
788,2468299,34665,3,95642,34,1136919,1911643,6,0.4649777032685262,0.774477889429117,2052319,1
841,1342252,34560,2,46009,39,2745669,986354,10,0.41132961619725655,0.7348500877629536,927532,1
577,3775314,215340,1,63193,28,2835557,1208172,11,0.2008617031589955,0.32001894411961496,1191234,1
502,1093320,254365,1,57803,36,203134,1419567,11,0.6344309076939962,1.2984002853693337,-1959060,0
365,3987152,171382,0,25793,1,2950517,1257398,15,0.07762834223525965,0.3153624441706762,1930568,1
407,2770289,192469,1,88618,47,2523416,1706026,15,0.3838646437248966,0.6158296120007696,460661,1
567,4194918,189231,1,54137,0,1683920,657527,14,0.15486452893715683,0.15674370750512884,1924146,1
521,2433355,249598,1,55931,58,2006608,1309720,0,0.27582165364281,0.5382363033753809,-561821,1
829,1765662,224438,1,78867,31,2762180,1420629,14,0.5360051923867648,0.8045871746687645,-927594,1
389,2912590,210376,3,35657,23,1211961,801385,17,0.14690842171400711,0.27514514572940235,388078,1
554,1699163,68998,2,22343,1,2554369,358034,5,0.1577929839573955,0.21071197995719068,871187,1
754,937667,122304,3,47783,58,138578,1604248,8,0.6115134690673768,1.7108930995758622,-529981,1
552,1527936,209692,0,46637,2,2950846,310244,16,0.36627450364413167,0.203047771634414,-988368,1
556,4173369,222001,4,39907,8,2028666,1794731,11,0.1147475816300931,0.43004368892374484,1509357,1
682,4699435,272862,1,1758,48,381031,414659,1,0.0044890502794484866,0.08823592623368554,1425091,1
741,3235233,174957,0,63566,23,189522,1311545,15,0.23577652676020552,0.4053942946304022,1135749,1
389,2806894,27103,4,31913,11,398444,1099003,14,0.1364340798049374,0.3915370512744692,2481658,1
689,766608,296690,1,64270,33,828867,1173615,11,1.006042201490201,1.5309193225220712,-2793672,0
343,4667749,275948,1,33239,55,1315717,1469025,14,0.08545189554965359,0.3147180793140334,1356373,1
318,2503275,166528,4,64610,33,1113315,1165561,12,0.30972226383437695,0.4656144450769492,504939,1
400,4617714,282190,3,53569,22,2528522,268451,11,0.13920914114646338,0.058135042577344545,1231434,1
656,2423712,236014,4,94348,18,2253716,856444,18,0.46712480690775143,0.353360465269801,-408456,1
841,1511611,135965,4,76088,51,261737,713007,15,0.6040284173639912,0.4716868294819236,-119969,1
332,2188052,35930,2,40584,59,2279358,1525429,6,0.2225760630917364,0.697163047313318,1756892,1
528,2609753,100823,1,50296,31,2543832,746250,16,0.23126786328054802,0.28594660107680686,1399877,1
823,837677,271025,1,16482,58,1824383,1341413,9,0.23611009971623909,1.6013487298803715,-2414623,1
454,2744803,219494,3,66029,48,2746653,195114,8,0.28867208320597143,0.07108488295881343,110875,1
722,483076,98880,3,95375,27,2297681,446537,5,2.369192425208456,0.9243617981435633,-703484,0
545,2563488,238626,2,2157,25,637912,1418126,8,0.01009718009212448,0.5532017313909798,-300024,1
704,1002560,192827,2,78663,48,1286804,1309684,0,0.941545643153527,1.306339770188318,-1311364,0
840,2319988,203552,2,41465,44,1853437,1603961,15,0.2144752472857618,0.6913660760314277,-122636,1
460,2151489,27293,3,56064,11,1426077,206534,13,0.31269878674722484,0.09599584287904796,1823973,1
416,3388858,88542,4,78033,42,113837,1653326,7,0.2763160923237268,0.4878711353500206,2326354,0
570,4673156,80528,1,63221,57,2418619,1303861,14,0.1623425368209407,0.2790108012657827,3706820,1
786,569625,128885,1,74088,30,59665,1943229,15,1.5607741935483872,3.4114180381830153,-976995,0
471,1403880,165771,0,24491,59,2324285,189501,13,0.20934267886144114,0.1349837592956663,-585372,1
573,3534066,179506,3,81540,10,2240243,692032,15,0.2768708903568864,0.19581750878449922,1379994,1
558,472196,74669,3,82452,55,92844,395527,6,2.095367178036239,0.8376331015086955,-423832,0
434,2054529,299746,2,54818,39,1255228,1711421,17,0.32017849346492555,0.832999193489116,-1542423,1
721,2510979,191858,0,81255,49,583738,622148,16,0.38831865977373764,0.247771088487797,208683,1
720,2856986,292096,0,42971,3,1145250,651220,0,0.18048810879717297,0.22793951387931197,-648166,1
485,357044,136032,3,35125,17,2688621,1672253,10,1.1805267698098834,4.683604821814678,-1275340,0
663,3601356,52905,2,96729,28,1025429,1302073,19,0.3223085970950942,0.3615507603247221,2966496,1
677,1195563,197996,1,46831,46,2887025,1234519,4,0.4700480024892038,1.0325838119781225,-1180389,1
822,4327617,33381,2,1969,55,1704855,753187,12,0.005459817724165516,0.17404197275313413,3927045,1
495,3367758,270666,1,43307,38,2792662,162798,7,0.15431156276668334,0.04834017171067517,119766,1
397,1766509,50415,3,12628,54,2266418,1750723,17,0.08578275004542858,0.9910637307820113,1161529,1
321,2206456,200200,2,82554,57,510016,224546,12,0.44897700203403107,0.10176772163143068,-195944,1
749,2278101,104679,0,2601,46,13710,992728,8,0.01370088507928314,0.43576996805672796,1021953,1
471,3435559,135458,4,15639,30,2051951,591599,10,0.0546251716241811,0.17219876008533108,1810063,1
682,2275598,151460,0,25312,50,61439,1767855,5,0.1334787603082794,0.7768749137589328,458078,1
433,2577351,97652,1,59780,27,1409435,669255,10,0.2783322876860777,0.25966777516915623,1405527,1
725,4886740,170878,3,58552,26,1350907,1177684,14,0.14378174406659655,0.24099583771594152,2836204,1
324,3240149,84333,2,62786,52,2683177,1909370,13,0.2325300472293095,0.589284628577266,2228153,1
802,4993453,256388,3,59402,29,2839699,711447,7,0.14275171910099083,0.14247595801943064,1916797,1
484,4253344,130930,3,98911,48,2783228,342068,17,0.27905854781555406,0.0804233092832369,2682184,1
384,4773274,286996,1,70794,41,2018531,1142124,0,0.17797595528771237,0.23927476193488997,1329322,1
443,1596629,266355,3,35833,10,559914,1144744,8,0.26931491285702563,0.7169755779207317,-1599631,0
711,456072,209889,2,61093,13,621263,309128,6,1.6074567173604168,0.677805258818783,-2062596,0
523,4470801,180120,0,73402,3,43250,852042,14,0.1970170445967065,0.19057927203648742,2309361,1
519,375748,243622,3,40021,35,574193,1096295,14,1.2781225715106934,2.9176336267924246,-2547716,0
478,3578458,133120,2,30595,0,411086,1842124,8,0.10259726396118105,0.5147815064477493,1981018,0
732,553784,96596,2,53478,43,307457,1158361,4,1.158820045360646,2.091719876341678,-605368,0
564,4604421,261777,1,5570,38,1978518,1641074,6,0.014516483179969859,0.35641267381935754,1463097,1
728,1255677,275878,3,51189,36,2601867,263868,11,0.4891926825130985,0.21014002804861442,-2054859,1
715,2621791,290353,1,18569,32,1701245,1797630,5,0.08499075631886752,0.6856496189055497,-862445,1
752,3743687,73482,0,25572,20,664992,118808,9,0.08196839105405981,0.03173555908920805,2861903,1
496,4008102,169148,0,7505,23,2930924,1429077,14,0.022469488051950773,0.35654706392202595,1978326,1
352,3906196,137458,2,1179,57,1849762,848856,3,0.003621938069671875,0.2173101400953767,2256700,1
779,447117,139614,3,86622,39,2652736,1296064,14,2.324814310348298,2.8987133121755604,-1228251,1
742,2487758,109484,2,97296,49,1932714,1344144,17,0.46931896108865895,0.5403033574809125,1173950,1
629,4119257,169151,3,56087,12,832963,418917,2,0.16338965983428566,0.10169722355269409,2089445,1
550,4042996,201810,1,75648,48,2603769,432735,14,0.22453052142520052,0.10703324960004908,1621276,1
422,4916587,294849,0,27807,33,1670333,944395,19,0.06786903191177132,0.19208345138609365,1378399,1
686,2174299,129165,0,14416,37,706718,1380899,4,0.0795621945279835,0.635100784206772,624319,1
638,3479270,30248,1,19128,28,1720219,1909908,1,0.0659724597401179,0.5489392889887821,3116294,1
647,609759,109169,4,2260,52,632714,830383,14,0.04447658829143973,1.3618216377290044,-700269,1
328,3465742,115039,4,38888,35,2242591,381076,7,0.134648222516275,0.1099550976385432,2085274,1
334,3686822,27461,4,69034,39,2127931,797218,4,0.22469433023888866,0.21623446968690108,3357290,1
